Format Version,1.21,Take Name,keyboard_hatra_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 12.47.49 AM,Total Frames in Take,1825,Total Exported Frames,1825,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
194,1.616667,0.365823,0.341260,1.027220
195,1.625000,0.365831,0.341263,1.027231
196,1.633333,0.365826,0.341260,1.027243
197,1.641667,0.365830,0.341255,1.027249
198,1.650000,0.365839,0.341246,1.027264
199,1.658333,0.365841,0.341250,1.027264
200,1.666667,0.365844,0.341258,1.027257
201,1.675000,0.365852,0.341246,1.027244
202,1.683333,0.365840,0.341256,1.027223
203,1.691667,0.365839,0.341266,1.027216
204,1.700000,0.365841,0.341271,1.027206
205,1.708333,0.365849,0.341260,1.027210
206,1.716667,0.365855,0.341256,1.027221
207,1.725000,0.365848,0.341266,1.027226
208,1.733333,0.365852,0.341264,1.027242
209,1.741667,0.365859,0.341260,1.027236
210,1.750000,0.365852,0.341264,1.027241
211,1.758333,0.365858,0.341258,1.027235
212,1.766667,0.365855,0.341265,1.027220
213,1.775000,0.365863,0.341261,1.027206
214,1.783333,0.365863,0.341267,1.027206
215,1.791667,0.365851,0.341272,1.027204
216,1.800000,0.365859,0.341266,1.027212
217,1.808333,0.365857,0.341265,1.027216
218,1.816667,0.365854,0.341265,1.027224
219,1.825000,0.365860,0.341261,1.027236
220,1.833333,0.365864,0.341255,1.027233
221,1.841667,0.365857,0.341263,1.027230
222,1.850000,0.365855,0.341266,1.027224
223,1.858333,0.365865,0.341263,1.027212
224,1.866667,0.365853,0.341262,1.027207
225,1.875000,0.365861,0.341269,1.027202
226,1.883333,0.365863,0.341266,1.027209
227,1.891667,0.365856,0.341268,1.027216
228,1.900000,0.365864,0.341267,1.027226
229,1.908333,0.365860,0.341264,1.027232
230,1.916667,0.365856,0.341271,1.027235
231,1.925000,0.365855,0.341265,1.027230
232,1.933333,0.365859,0.341267,1.027225
233,1.941667,0.365853,0.341271,1.027214
234,1.950000,0.365852,0.341278,1.027207
235,1.958333,0.365856,0.341265,1.027210
236,1.966667,0.365859,0.341266,1.027202
237,1.975000,0.365855,0.341274,1.027212
238,1.983333,0.365854,0.341280,1.027222
239,1.991667,0.365859,0.341266,1.027228
240,2.000000,0.365857,0.341274,1.027231
241,2.008333,0.365852,0.341270,1.027229
242,2.016667,0.365855,0.341270,1.027227
243,2.025000,0.365855,0.341273,1.027216
244,2.033333,0.365856,0.341273,1.027209
245,2.041667,0.365861,0.341266,1.027216
246,2.050000,0.365853,0.341278,1.027206
247,2.058333,0.365855,0.341275,1.027215
248,2.066667,0.365859,0.341268,1.027219
249,2.075000,0.365855,0.341266,1.027222
250,2.083333,0.365855,0.341274,1.027231
251,2.091667,0.365861,0.341269,1.027229
252,2.100000,0.365858,0.341268,1.027222
253,2.108333,0.365865,0.341259,1.027218
254,2.116667,0.365854,0.341263,1.027217
255,2.125000,0.365850,0.341273,1.027208
256,2.133333,0.365855,0.341274,1.027215
257,2.141667,0.365857,0.341270,1.027214
258,2.150000,0.365851,0.341271,1.027219
259,2.158333,0.365857,0.341264,1.027221
260,2.166667,0.365856,0.341268,1.027223
261,2.175000,0.365859,0.341267,1.027220
