Format Version,1.21,Take Name,monitor_elore,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 02.03.52 PM,Total Frames in Take,2271,Total Exported Frames,2271,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
457,3.808333,0.362022,0.337639,0.279882
458,3.816667,0.362021,0.337642,0.279883
459,3.825000,0.362025,0.337634,0.279880
460,3.833333,0.362018,0.337632,0.279886
461,3.841667,0.362020,0.337641,0.279882
462,3.850000,0.362021,0.337638,0.279880
463,3.858333,0.362022,0.337634,0.279883
464,3.866667,0.362021,0.337632,0.279884
465,3.875000,0.362022,0.337643,0.279884
466,3.883333,0.362013,0.337641,0.279884
467,3.891667,0.362021,0.337636,0.279881
468,3.900000,0.362021,0.337639,0.279888
469,3.908333,0.362016,0.337641,0.279885
470,3.916667,0.362022,0.337642,0.279882
471,3.925000,0.362014,0.337637,0.279884
472,3.933333,0.362014,0.337636,0.279888
473,3.941667,0.362017,0.337640,0.279883
474,3.950000,0.362019,0.337637,0.279887
475,3.958333,0.362014,0.337636,0.279887
476,3.966667,0.362020,0.337638,0.279881
477,3.975000,0.362020,0.337642,0.279881
478,3.983333,0.362016,0.337637,0.279889
479,3.991667,0.362019,0.337636,0.279888
480,4.000000,0.362020,0.337639,0.279884
481,4.008333,0.362016,0.337636,0.279886
482,4.016667,0.362016,0.337640,0.279883
483,4.025000,0.362019,0.337637,0.279884
484,4.033333,0.362015,0.337635,0.279885
485,4.041667,0.362014,0.337639,0.279889
486,4.050000,0.362022,0.337635,0.279884
487,4.058333,0.362020,0.337640,0.279886
488,4.066667,0.362021,0.337635,0.279883
489,4.075000,0.362018,0.337633,0.279884
490,4.083333,0.362017,0.337638,0.279887
491,4.091667,0.362019,0.337636,0.279886
492,4.100000,0.362014,0.337636,0.279885
493,4.108333,0.362015,0.337638,0.279884
494,4.116667,0.362017,0.337635,0.279881
495,4.125000,0.362020,0.337631,0.279882
496,4.133333,0.362020,0.337633,0.279885
497,4.141667,0.362022,0.337644,0.279882
498,4.150000,0.362021,0.337639,0.279879
499,4.158333,0.362019,0.337636,0.279886
500,4.166667,0.362018,0.337636,0.279885
501,4.175000,0.362016,0.337640,0.279883
502,4.183333,0.362022,0.337639,0.279881
503,4.191667,0.362019,0.337629,0.279887
504,4.200000,0.362018,0.337637,0.279891
505,4.208333,0.362018,0.337634,0.279884
506,4.216667,0.362020,0.337643,0.279880
507,4.225000,0.362020,0.337634,0.279885
508,4.233333,0.362020,0.337631,0.279890
509,4.241667,0.362018,0.337638,0.279889
510,4.250000,0.362019,0.337635,0.279889
511,4.258333,0.362019,0.337639,0.279882
512,4.266667,0.362022,0.337637,0.279886
513,4.275000,0.362018,0.337636,0.279886
514,4.283333,0.362021,0.337638,0.279881
515,4.291667,0.362022,0.337632,0.279885
516,4.300000,0.362021,0.337638,0.279885
517,4.308333,0.362022,0.337637,0.279888
518,4.316667,0.362020,0.337633,0.279884
519,4.325000,0.362018,0.337636,0.279885
520,4.333333,0.362021,0.337634,0.279887
521,4.341667,0.362019,0.337632,0.279884
522,4.350000,0.362018,0.337634,0.279891
523,4.358333,0.362019,0.337639,0.279887
524,4.366667,0.362021,0.337636,0.279886
525,4.375000,0.362022,0.337628,0.279886
526,4.383333,0.362026,0.337631,0.279885
527,4.391667,0.362019,0.337627,0.279889
528,4.400000,0.362017,0.337637,0.279889
529,4.408333,0.362021,0.337634,0.279886
530,4.416667,0.362020,0.337640,0.279885
531,4.425000,0.362019,0.337641,0.279888
532,4.433333,0.362019,0.337628,0.279890
533,4.441667,0.362022,0.337628,0.279882
534,4.450000,0.362020,0.337642,0.279883
535,4.458333,0.362022,0.337638,0.279888
536,4.466667,0.362021,0.337629,0.279889
537,4.475000,0.362019,0.337632,0.279887
538,4.483333,0.362019,0.337644,0.279889
539,4.491667,0.362023,0.337637,0.279883
540,4.500000,0.362025,0.337624,0.279889
541,4.508333,0.362018,0.337636,0.279887
542,4.516667,0.362017,0.337641,0.279884
543,4.525000,0.362021,0.337637,0.279888
544,4.533333,0.362022,0.337630,0.279892
545,4.541667,0.362019,0.337633,0.279884
546,4.550000,0.362019,0.337641,0.279880
547,4.558333,0.362021,0.337635,0.279883
548,4.566667,0.362021,0.337628,0.279883
549,4.575000,0.362009,0.337634,0.279890
550,4.583333,0.362022,0.337637,0.279882
551,4.591667,0.362022,0.337629,0.279888
552,4.600000,0.362026,0.337632,0.279880
553,4.608333,0.362019,0.337636,0.279884
554,4.616667,0.362018,0.337635,0.279885
555,4.625000,0.362023,0.337631,0.279885
556,4.633333,0.362020,0.337632,0.279887
557,4.641667,0.362024,0.337640,0.279885
558,4.650000,0.362027,0.337638,0.279884
559,4.658333,0.362020,0.337629,0.279881
560,4.666667,0.362019,0.337635,0.279888
561,4.675000,0.362019,0.337643,0.279881
562,4.683333,0.362022,0.337637,0.279886
563,4.691667,0.362018,0.337628,0.279888
564,4.700000,0.362016,0.337636,0.279885
565,4.708333,0.362024,0.337639,0.279879
566,4.716667,0.362023,0.337635,0.279882
567,4.725000,0.362024,0.337635,0.279886
568,4.733333,0.362019,0.337635,0.279883
569,4.741667,0.362013,0.337633,0.279891
570,4.750000,0.362020,0.337629,0.279882
571,4.758333,0.362024,0.337632,0.279883
572,4.766667,0.362023,0.337639,0.279883
573,4.775000,0.362021,0.337637,0.279888
574,4.783333,0.362024,0.337631,0.279886
575,4.791667,0.362018,0.337617,0.279881
576,4.800000,0.362016,0.337651,0.279896
577,4.808333,0.362042,0.337671,0.279892
578,4.816667,0.362009,0.337583,0.279860
579,4.825000,0.362035,0.337615,0.279889
580,4.833333,0.361984,0.337662,0.279893
581,4.841667,0.362041,0.337685,0.279892
582,4.850000,0.362029,0.337599,0.279863
583,4.858333,0.362028,0.337615,0.279896
584,4.866667,0.362002,0.337644,0.279897
585,4.875000,0.362038,0.337647,0.279878
586,4.883333,0.362031,0.337615,0.279868
587,4.891667,0.362037,0.337650,0.279899
