Format Version,1.21,Take Name,mineral_water_elore,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 01.25.39 PM,Total Frames in Take,1790,Total Exported Frames,1790,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
364,3.033333,0.367876,0.342412,0.723434
365,3.041667,0.367869,0.342413,0.723431
366,3.050000,0.367865,0.342401,0.723430
367,3.058333,0.367862,0.342406,0.723436
368,3.066667,0.367865,0.342410,0.723440
369,3.075000,0.367872,0.342409,0.723435
370,3.083333,0.367864,0.342407,0.723432
371,3.091667,0.367857,0.342408,0.723435
372,3.100000,0.367865,0.342403,0.723441
373,3.108333,0.367874,0.342403,0.723430
374,3.116667,0.367870,0.342408,0.723434
375,3.125000,0.367862,0.342408,0.723437
376,3.133333,0.367865,0.342408,0.723435
377,3.141667,0.367870,0.342406,0.723432
378,3.150000,0.367872,0.342411,0.723436
379,3.158333,0.367868,0.342403,0.723441
380,3.166667,0.367863,0.342399,0.723436
381,3.175000,0.367868,0.342401,0.723434
382,3.183333,0.367873,0.342414,0.723430
383,3.191667,0.367873,0.342408,0.723434
384,3.200000,0.367863,0.342402,0.723431
385,3.208333,0.367860,0.342396,0.723434
386,3.216667,0.367874,0.342403,0.723433
387,3.225000,0.367873,0.342411,0.723438
388,3.233333,0.367874,0.342403,0.723435
389,3.241667,0.367863,0.342409,0.723440
390,3.250000,0.367868,0.342398,0.723444
391,3.258333,0.367872,0.342411,0.723433
392,3.266667,0.367874,0.342404,0.723438
393,3.275000,0.367870,0.342404,0.723441
394,3.283333,0.367861,0.342413,0.723442
395,3.291667,0.367875,0.342403,0.723434
396,3.300000,0.367875,0.342408,0.723432
397,3.308333,0.367875,0.342403,0.723442
398,3.316667,0.367869,0.342404,0.723439
399,3.325000,0.367877,0.342395,0.723434
400,3.333333,0.367869,0.342407,0.723430
401,3.341667,0.367869,0.342411,0.723435
402,3.350000,0.367871,0.342400,0.723438
403,3.358333,0.367874,0.342396,0.723431
404,3.366667,0.367873,0.342402,0.723432
405,3.375000,0.367863,0.342414,0.723436
406,3.383333,0.367873,0.342400,0.723438
407,3.391667,0.367873,0.342404,0.723436
408,3.400000,0.367875,0.342402,0.723435
409,3.408333,0.367876,0.342407,0.723435
410,3.416667,0.367873,0.342399,0.723434
411,3.425000,0.367870,0.342400,0.723437
412,3.433333,0.367867,0.342404,0.723445
413,3.441667,0.367876,0.342406,0.723442
414,3.450000,0.367873,0.342398,0.723435
415,3.458333,0.367878,0.342389,0.723432
416,3.466667,0.367864,0.342402,0.723438
417,3.475000,0.367869,0.342395,0.723445
418,3.483333,0.367875,0.342395,0.723436
419,3.491667,0.367862,0.342400,0.723438
420,3.500000,0.367860,0.342405,0.723443
421,3.508333,0.367867,0.342399,0.723442
422,3.516667,0.367873,0.342394,0.723438
423,3.525000,0.367872,0.342397,0.723433
424,3.533333,0.367857,0.342411,0.723436
425,3.541667,0.367864,0.342401,0.723437
426,3.550000,0.367870,0.342397,0.723433
427,3.558333,0.367862,0.342401,0.723436
428,3.566667,0.367853,0.342412,0.723431
429,3.575000,0.367853,0.342404,0.723441
430,3.583333,0.367859,0.342389,0.723428
431,3.591667,0.367859,0.342398,0.723428
432,3.600000,0.367855,0.342404,0.723429
433,3.608333,0.367847,0.342405,0.723428
434,3.616667,0.367844,0.342398,0.723432
435,3.625000,0.367838,0.342400,0.723436
436,3.633333,0.367836,0.342402,0.723446
437,3.641667,0.367836,0.342407,0.723435
438,3.650000,0.367836,0.342399,0.723428
439,3.658333,0.367835,0.342402,0.723434
440,3.666667,0.367834,0.342402,0.723443
441,3.675000,0.367831,0.342404,0.723439
442,3.683333,0.367829,0.342397,0.723433
443,3.691667,0.367825,0.342406,0.723435
444,3.700000,0.367821,0.342414,0.723444
445,3.708333,0.367821,0.342403,0.723439
446,3.716667,0.367820,0.342401,0.723437
447,3.725000,0.367819,0.342406,0.723435
448,3.733333,0.367819,0.342411,0.723441
449,3.741667,0.367815,0.342403,0.723446
450,3.750000,0.367806,0.342403,0.723444
451,3.758333,0.367800,0.342410,0.723441
452,3.766667,0.367812,0.342413,0.723452
453,3.775000,0.367810,0.342403,0.723445
454,3.783333,0.367804,0.342403,0.723454
455,3.791667,0.367804,0.342404,0.723457
456,3.800000,0.367808,0.342405,0.723446
457,3.808333,0.367808,0.342404,0.723445
458,3.816667,0.367795,0.342408,0.723449
459,3.825000,0.367795,0.342413,0.723446
460,3.833333,0.367791,0.342410,0.723440
461,3.841667,0.367797,0.342417,0.723442
462,3.850000,0.367794,0.342417,0.723439
463,3.858333,0.367793,0.342412,0.723446
464,3.866667,0.367796,0.342400,0.723455
